"","rules","support","confidence","lift","count"
"1","{cake bar} => {whole milk}",0.00559113550879333,0.423076923076923,1.65611129817258,55
"2","{dishes} => {other vegetables}",0.00599776354579648,0.341040462427746,1.76290858061048,59
"3","{dishes} => {whole milk}",0.00528616448104097,0.300578034682081,1.17659615088246,52
"4","{mustard} => {whole milk}",0.00518450747179018,0.432203389830508,1.69183634928878,51
"5","{pot plants} => {whole milk}",0.00691267662905357,0.4,1.56577795463589,68
"6","{chewing gum} => {soda}",0.00538782149029176,0.256038647342995,1.46860185067816,53
"7","{canned fish} => {other vegetables}",0.00508285046253939,0.337837837837838,1.74635355271193,50
"8","{pasta} => {whole milk}",0.00609942055504727,0.405405405405405,1.58693711618503,60
"9","{herbs} => {root vegetables}",0.00701433363830436,0.43125,3.95728194962687,69
"10","{herbs} => {other vegetables}",0.00772593270305988,0.475,2.45537309511298,76
"11","{herbs} => {whole milk}",0.00772593270305988,0.475,1.85936132113012,76
"12","{processed cheese} => {soda}",0.00528616448104097,0.319018404907975,1.82984492657712,52
"13","{processed cheese} => {other vegetables}",0.00548947849954254,0.331288343558282,1.71249786420537,54
"14","{processed cheese} => {whole milk}",0.00701433363830436,0.423312883435583,1.65703495199197,69
"15","{semi-finished bread} => {other vegetables}",0.00518450747179018,0.293103448275862,1.51511225469766,51
"16","{semi-finished bread} => {whole milk}",0.00711599064755515,0.402298850574713,1.57477667851311,70
"17","{beverages} => {whole milk}",0.00681101961980279,0.26171875,1.02448362266216,67
"18","{detergent} => {other vegetables}",0.00640439158279963,0.333333333333333,1.72306883867578,63
"19","{detergent} => {whole milk}",0.00894581681406933,0.465608465608466,1.82259867735395,88
"20","{pickled vegetables} => {other vegetables}",0.00640439158279963,0.357954545454545,1.85034096880524,63
"21","{pickled vegetables} => {whole milk}",0.00711599064755515,0.397727272727273,1.55688148898455,70
"22","{baking powder} => {other vegetables}",0.00731930466605672,0.413793103448276,2.138982006632,72
"23","{baking powder} => {whole milk}",0.00925078784182169,0.522988505747126,2.04720968206704,91
"24","{flour} => {other vegetables}",0.00630273457354885,0.362573099415205,1.8742152280333,62
"25","{flour} => {whole milk}",0.00843753176781539,0.485380116959064,1.89999371688274,83
"26","{soft cheese} => {yogurt}",0.00599776354579648,0.351190476190476,2.51797428154935,59
"27","{soft cheese} => {rolls/buns}",0.00538782149029176,0.31547619047619,1.71549988154466,53
"28","{soft cheese} => {other vegetables}",0.00711599064755515,0.416666666666667,2.15383604834472,70
"29","{soft cheese} => {whole milk}",0.0075226186845583,0.44047619047619,1.72421977147405,74
"30","{specialty bar} => {soda}",0.00721764765680594,0.263940520446097,1.51392588899607,71
"31","{misc. beverages} => {soda}",0.00731930466605672,0.258064516129032,1.48022195053136,72
"32","{grapes} => {tropical fruit}",0.00609942055504727,0.272727272727273,2.59963002114165,60
"33","{grapes} => {other vegetables}",0.00904747382332012,0.404545454545455,2.0911789996656,89
"34","{grapes} => {whole milk}",0.00731930466605672,0.327272727272727,1.281091053793,72
"35","{cat food} => {yogurt}",0.00620107756429806,0.266375545851528,1.90986606745006,61
"36","{cat food} => {other vegetables}",0.00650604859205042,0.279475982532751,1.44466906998144,64
"37","{cat food} => {whole milk}",0.00884415980481854,0.379912663755459,1.48714718398824,87
"38","{specialty chocolate} => {whole milk}",0.00803090373081224,0.264214046822742,1.03425132455046,79
"39","{meat} => {rolls/buns}",0.00691267662905357,0.267716535433071,1.45579190660869,68
"40","{meat} => {other vegetables}",0.00996238690657721,0.385826771653543,1.99441826208928,98
"41","{meat} => {whole milk}",0.00996238690657721,0.385826771653543,1.51029763340864,98
"42","{frozen meals} => {other vegetables}",0.0075226186845583,0.265232974910394,1.37104402217212,74
"43","{frozen meals} => {whole milk}",0.00986072989732642,0.347670250896057,1.36093603583944,97
"44","{hard cheese} => {yogurt}",0.00640439158279963,0.261410788381743,1.87426962486239,63
"45","{hard cheese} => {other vegetables}",0.00945410186032327,0.385892116182573,1.99475604145453,93
"46","{hard cheese} => {whole milk}",0.010064043915828,0.410788381742739,1.60800848038333,99
"47","{butter milk} => {yogurt}",0.00853918877706618,0.305454545454545,2.19005565862709,84
"48","{butter milk} => {rolls/buns}",0.00762427569380909,0.272727272727273,1.48303934871099,75
"49","{butter milk} => {other vegetables}",0.0103690149435804,0.370909090909091,1.91730568958104,102
"50","{butter milk} => {whole milk}",0.0115888990545898,0.414545454545455,1.62271533480447,114
"51","{candy} => {soda}",0.00864084578631697,0.289115646258503,1.65832688760635,85
"52","{candy} => {whole milk}",0.00823421774931381,0.275510204081633,1.07846950957064,81
"53","{ham} => {yogurt}",0.006709362610552,0.2578125,1.8484705266035,66
"54","{ham} => {rolls/buns}",0.00691267662905357,0.265625,1.44441853233831,68
"55","{ham} => {other vegetables}",0.00914913083257091,0.3515625,1.81729916579086,90
"56","{ham} => {whole milk}",0.011487242045339,0.44140625,1.72786043822125,113
"57","{sliced cheese} => {sausage}",0.00701433363830436,0.286307053941909,3.04805464245298,69
"58","{sliced cheese} => {yogurt}",0.00803090373081224,0.327800829875519,2.35027460895443,79
"59","{sliced cheese} => {rolls/buns}",0.00762427569380909,0.311203319502075,1.69226481699387,75
"60","{sliced cheese} => {other vegetables}",0.00904747382332012,0.369294605809129,1.90896008268229,89
"61","{sliced cheese} => {whole milk}",0.0107756429805835,0.439834024896266,1.72170604970337,106
"62","{oil} => {root vegetables}",0.00701433363830436,0.25,2.29407649253731,69
"63","{oil} => {other vegetables}",0.00996238690657721,0.355072463768116,1.83544289337202,98
"64","{oil} => {whole milk}",0.0112839280268375,0.402173913043478,1.57428761743283,111
"65","{onions} => {root vegetables}",0.00945410186032327,0.304918032786885,2.79802116466846,93
"66","{onions} => {other vegetables}",0.0142319812951103,0.459016393442623,2.37275053194697,140
"67","{onions} => {whole milk}",0.0120971841008438,0.390163934426229,1.52727521804649,119
"68","{berries} => {whipped/sour cream}",0.00904747382332012,0.27217125382263,3.79765762248682,89
"69","{berries} => {yogurt}",0.0105723289620819,0.318042813455657,2.28031133816567,104
"70","{berries} => {other vegetables}",0.0102673579343296,0.308868501529052,1.59660507069957,101
"71","{berries} => {whole milk}",0.0117922130730914,0.35474006116208,1.38861041848443,116
"72","{hamburger meat} => {rolls/buns}",0.00864084578631697,0.259938837920489,1.41349825794575,85
"73","{hamburger meat} => {other vegetables}",0.0138253532581071,0.415902140672783,2.14988405559546,136
"74","{hamburger meat} => {whole milk}",0.0147402663413642,0.443425076452599,1.73576302310554,145
"75","{hygiene articles} => {other vegetables}",0.00955575886957406,0.290123456790123,1.49970806329188,94
"76","{hygiene articles} => {whole milk}",0.0128087831655993,0.388888888888889,1.52228412256267,126
"77","{salty snack} => {other vegetables}",0.0107756429805835,0.28494623655914,1.47294594273897,106
"78","{salty snack} => {whole milk}",0.0111822710175867,0.295698924731183,1.15749714388406,110
"79","{sugar} => {other vegetables}",0.0107756429805835,0.318318318318318,1.64545312522191,106
"80","{sugar} => {whole milk}",0.0150452373691166,0.444444444444444,1.73975328292877,148
"81","{waffles} => {other vegetables}",0.010064043915828,0.261904761904762,1.35383980181668,99
"82","{waffles} => {whole milk}",0.0127071261563485,0.330687830687831,1.29445928789343,125
"83","{long life bakery product} => {other vegetables}",0.0106739859713327,0.285326086956522,1.47490946788823,105
"84","{long life bakery product} => {whole milk}",0.0135203822303548,0.361413043478261,1.41473143999031,133
"85","{dessert} => {soda}",0.00986072989732642,0.265753424657534,1.52432445385199,97
"86","{dessert} => {yogurt}",0.00986072989732642,0.265753424657534,1.90540556731499,97
"87","{dessert} => {other vegetables}",0.0115888990545898,0.312328767123288,1.61449189815648,114
"88","{dessert} => {whole milk}",0.0137236962488564,0.36986301369863,1.44780838271127,135
"89","{cream cheese} => {yogurt}",0.0124021551285961,0.312820512820513,2.24286835613366,122
"90","{cream cheese} => {rolls/buns}",0.00996238690657721,0.251282051282051,1.36642428881235,98
"91","{cream cheese} => {other vegetables}",0.0137236962488564,0.346153846153846,1.78934071708638,135
"92","{cream cheese} => {whole milk}",0.0164684354986276,0.415384615384615,1.62600018366035,162
"93","{chicken} => {root vegetables}",0.0108772999898343,0.253554502369668,2.32669369385301,107
"94","{chicken} => {other vegetables}",0.0178916336281387,0.417061611374408,2.15587759910144,176
"95","{chicken} => {whole milk}",0.0175866626003863,0.409952606635071,1.60473688478679,173
"96","{white bread} => {other vegetables}",0.0137236962488564,0.326086956521739,1.68561082044369,135
"97","{white bread} => {whole milk}",0.0170783775541324,0.405797101449275,1.58847038876105,168
"98","{chocolate} => {soda}",0.0135203822303548,0.272540983606557,1.56325694212111,133
"99","{chocolate} => {other vegetables}",0.0127071261563485,0.256147540983607,1.32407953791684,125
"100","{chocolate} => {whole milk}",0.0166717495171292,0.336065573770492,1.31551016680475,164
"101","{coffee} => {whole milk}",0.018704889702145,0.322241681260946,1.26139730145799,184
"102","{frozen vegetables} => {yogurt}",0.0124021551285961,0.257928118393235,1.8492994902582,122
"103","{frozen vegetables} => {other vegetables}",0.0177899766188879,0.369978858350951,1.91249712538009,175
"104","{frozen vegetables} => {whole milk}",0.0204330588594084,0.424947145877378,1.66343218225061,201
"105","{beef} => {root vegetables}",0.0173833485818847,0.331395348837209,3.04098511801458,171
"106","{beef} => {rolls/buns}",0.0136220392396056,0.25968992248062,1.41214470284238,134
"107","{beef} => {other vegetables}",0.0197214597946528,0.375968992248062,1.94346136455291,194
"108","{beef} => {whole milk}",0.0212463149334147,0.405038759689922,1.58550190173886,209
"109","{curd} => {yogurt}",0.0172816915726339,0.324427480916031,2.3260882870051,170
"110","{curd} => {other vegetables}",0.0171800345633831,0.322519083969466,1.66716775039813,169
"111","{curd} => {whole milk}",0.0261258513774525,0.490458015267176,1.91987086994954,257
"112","{napkins} => {other vegetables}",0.0144352953136119,0.275728155339806,1.42529577723472,142
"113","{napkins} => {whole milk}",0.0197214597946528,0.376699029126214,1.47456758834642,194
"114","{pork} => {other vegetables}",0.0216529429704178,0.375661375661376,1.94187123088857,213
"115","{pork} => {whole milk}",0.0221612280166717,0.384479717813051,1.50502466539076,218
"116","{frankfurter} => {rolls/buns}",0.0192131747483989,0.325862068965517,1.7719763252702,189
"117","{frankfurter} => {other vegetables}",0.0164684354986276,0.279310344827586,1.4438128544766,162
"118","{frankfurter} => {whole milk}",0.0205347158686591,0.348275862068965,1.36330666739849,202
"119","{bottled beer} => {whole milk}",0.0204330588594084,0.253787878787879,0.993438664399667,201
"120","{brown bread} => {other vegetables}",0.018704889702145,0.288401253918495,1.49080564098594,184
"121","{brown bread} => {whole milk}",0.0252109382941954,0.38871473354232,1.52160240105682,248
"122","{margarine} => {rolls/buns}",0.0147402663413642,0.251736111111111,1.36889338032062,145
"123","{margarine} => {other vegetables}",0.0197214597946528,0.336805555555556,1.74101747241198,194
"124","{margarine} => {whole milk}",0.0241943682016875,0.413194444444444,1.61742688022284,238
"125","{butter} => {yogurt}",0.0146386093321134,0.264220183486239,1.89441249632225,144
"126","{butter} => {other vegetables}",0.0200264308224052,0.361467889908257,1.86850217184841,197
"127","{butter} => {whole milk}",0.0275490495069635,0.497247706422018,1.94644874177214,271
"128","{newspapers} => {whole milk}",0.0273457354884619,0.342675159235669,1.34138302483139,269
"129","{domestic eggs} => {other vegetables}",0.0222628850259225,0.350961538461538,1.81419267149036,219
"130","{domestic eggs} => {whole milk}",0.0299888177289824,0.47275641025641,1.85057891273072,295
"131","{fruit/vegetable juice} => {soda}",0.0183999186743926,0.254571026722925,1.46018378418275,181
"132","{fruit/vegetable juice} => {yogurt}",0.018704889702145,0.258790436005626,1.85548215669631,184
"133","{fruit/vegetable juice} => {other vegetables}",0.0210430009149131,0.291139240506329,1.50495885909656,207
"134","{fruit/vegetable juice} => {whole milk}",0.0266341364237064,0.368495077355837,1.44245367128904,262
"135","{whipped/sour cream} => {yogurt}",0.0207380298871607,0.28936170212766,2.07467278704795,204
"136","{whipped/sour cream} => {other vegetables}",0.0288705906272237,0.402836879432624,2.08234702205923,284
"137","{whipped/sour cream} => {whole milk}",0.0322252719324997,0.449645390070922,1.76011209794177,317
"138","{pip fruit} => {tropical fruit}",0.0204330588594084,0.270161290322581,2.57517113653413,201
"139","{pip fruit} => {other vegetables}",0.0261258513774525,0.345430107526882,1.78559956265998,257
"140","{pip fruit} => {whole milk}",0.0300904747382332,0.397849462365591,1.55735979358946,296
"141","{pastry} => {other vegetables}",0.0225678560536749,0.253714285714286,1.3115015389235,222
"142","{pastry} => {whole milk}",0.0332418420250076,0.373714285714286,1.46288397475982,327
"143","{citrus fruit} => {yogurt}",0.0216529429704178,0.261670761670762,1.87613358786828,213
"144","{citrus fruit} => {other vegetables}",0.0288705906272237,0.348894348894349,1.80350694170978,284
"145","{citrus fruit} => {whole milk}",0.0304971027752364,0.368550368550369,1.44267010562275,300
"146","{sausage} => {soda}",0.0242960252109383,0.258658008658009,1.48362614062323,239
"147","{sausage} => {rolls/buns}",0.0305987597844871,0.325757575757576,1.77140811096035,301
"148","{sausage} => {other vegetables}",0.0269391074514588,0.286796536796537,1.48251052678273,265
"149","{sausage} => {whole milk}",0.0298871607197316,0.318181818181818,1.24550519118764,294
"150","{bottled water} => {soda}",0.0289722476364745,0.262189512419503,1.50388235199455,285
"151","{bottled water} => {whole milk}",0.0343600691267663,0.310947562097516,1.21718709445017,338
"152","{tropical fruit} => {yogurt}",0.0292772186642269,0.27906976744186,2.0008814156892,288
"153","{tropical fruit} => {other vegetables}",0.0358849242655281,0.342054263565891,1.76814912805973,353
"154","{tropical fruit} => {whole milk}",0.0422893158483277,0.403100775193798,1.57791576823772,416
"155","{root vegetables} => {other vegetables}",0.0473721663108671,0.434701492537313,2.24706178775068,466
"156","{root vegetables} => {whole milk}",0.048897021449629,0.448694029850746,1.75638805079259,481
"157","{yogurt} => {other vegetables}",0.0434075429500864,0.311224489795918,1.60878366060034,427
"158","{yogurt} => {whole milk}",0.0560130120971841,0.401603498542274,1.57205476130535,551
"159","{rolls/buns} => {whole milk}",0.0566229541526888,0.307904919845218,1.20527683904394,557
"160","{other vegetables} => {whole milk}",0.0748195588085799,0.386757750919601,1.51394190043618,736
"161","{whole milk} => {other vegetables}",0.0748195588085799,0.292877039395145,1.51394190043618,736
"162","{oil,other vegetables} => {whole milk}",0.00508285046253939,0.510204081632653,1.99716575846415,50
"163","{oil,whole milk} => {other vegetables}",0.00508285046253939,0.45045045045045,2.32847140361591,50
"164","{onions,root vegetables} => {other vegetables}",0.00569279251804412,0.602150537634409,3.11264048276914,56
"165","{onions,other vegetables} => {root vegetables}",0.00569279251804412,0.4,3.6705223880597,56
"166","{onions,other vegetables} => {whole milk}",0.00660770560130121,0.464285714285714,1.81742084020238,65
"167","{onions,whole milk} => {other vegetables}",0.00660770560130121,0.546218487394958,2.82351616421661,65
"168","{hamburger meat,other vegetables} => {whole milk}",0.00630273457354885,0.455882352941176,1.78452634535708,62
"169","{hamburger meat,whole milk} => {other vegetables}",0.00630273457354885,0.427586206896552,2.21028140685306,62
"170","{hygiene articles,other vegetables} => {whole milk}",0.00518450747179018,0.542553191489362,2.12379456612847,51
"171","{hygiene articles,whole milk} => {other vegetables}",0.00518450747179018,0.404761904761905,2.09229787553487,51
"172","{other vegetables,sugar} => {whole milk}",0.00630273457354885,0.584905660377358,2.28958097140154,62
"173","{sugar,whole milk} => {other vegetables}",0.00630273457354885,0.418918918918919,2.1654784053628,62
"174","{long life bakery product,other vegetables} => {whole milk}",0.00569279251804412,0.533333333333333,2.08770393951452,56
"175","{long life bakery product,whole milk} => {other vegetables}",0.00569279251804412,0.421052631578947,2.17650800674835,56
"176","{cream cheese,yogurt} => {other vegetables}",0.00528616448104097,0.426229508196721,2.20326835109361,52
"177","{cream cheese,other vegetables} => {yogurt}",0.00528616448104097,0.385185185185185,2.76171039844509,52
"178","{cream cheese,yogurt} => {whole milk}",0.00660770560130121,0.532786885245902,2.08556489859289,65
"179","{cream cheese,whole milk} => {yogurt}",0.00660770560130121,0.401234567901235,2.87678166504697,65
"180","{cream cheese,other vegetables} => {whole milk}",0.006709362610552,0.488888888888889,1.91372861122165,66
"181","{cream cheese,whole milk} => {other vegetables}",0.006709362610552,0.407407407407407,2.10597302504817,66
"182","{chicken,root vegetables} => {other vegetables}",0.00569279251804412,0.523364485981308,2.70537911119187,56
"183","{chicken,other vegetables} => {root vegetables}",0.00569279251804412,0.318181818181818,2.91973371777476,56
"184","{chicken,root vegetables} => {whole milk}",0.00599776354579648,0.551401869158878,2.15843222718499,59
"185","{chicken,whole milk} => {root vegetables}",0.00599776354579648,0.341040462427746,3.12949163143818,59
"186","{chicken,rolls/buns} => {whole milk}",0.00528616448104097,0.547368421052632,2.14264351687017,52
"187","{chicken,whole milk} => {rolls/buns}",0.00528616448104097,0.300578034682081,1.63448652690306,52
"188","{chicken,other vegetables} => {whole milk}",0.00843753176781539,0.471590909090909,1.84601662265311,83
"189","{chicken,whole milk} => {other vegetables}",0.00843753176781539,0.479768786127168,2.48002393543508,83
"190","{other vegetables,white bread} => {whole milk}",0.00589610653654569,0.42962962962963,1.68176150683114,58
"191","{white bread,whole milk} => {other vegetables}",0.00589610653654569,0.345238095238095,1.78460701148562,58
"192","{chocolate,soda} => {whole milk}",0.00508285046253939,0.37593984962406,1.47159582202622,50
"193","{chocolate,whole milk} => {soda}",0.00508285046253939,0.304878048780488,1.74873782265519,50
"194","{chocolate,other vegetables} => {whole milk}",0.00548947849954254,0.432,1.69104019100676,54
"195","{chocolate,whole milk} => {other vegetables}",0.00548947849954254,0.329268292682927,1.70205580405778,54
"196","{coffee,yogurt} => {whole milk}",0.00508285046253939,0.520833333333333,2.03877337843215,50
"197","{coffee,whole milk} => {yogurt}",0.00508285046253939,0.271739130434783,1.94832203067562,50
"198","{coffee,other vegetables} => {whole milk}",0.00640439158279963,0.477272727272727,1.86825778678146,63
"199","{coffee,whole milk} => {other vegetables}",0.00640439158279963,0.342391304347826,1.76989136146588,63
"200","{frozen vegetables,root vegetables} => {other vegetables}",0.00609942055504727,0.526315789473684,2.72063500843543,60
"201","{frozen vegetables,other vegetables} => {root vegetables}",0.00609942055504727,0.342857142857143,3.14616204690832,60
"202","{frozen vegetables,root vegetables} => {whole milk}",0.00620107756429806,0.535087719298246,2.09457138668398,61
"203","{frozen vegetables,whole milk} => {root vegetables}",0.00620107756429806,0.303482587064677,2.78484907551793,61
"204","{frozen vegetables,yogurt} => {other vegetables}",0.00528616448104097,0.426229508196721,2.20326835109361,52
"205","{frozen vegetables,other vegetables} => {yogurt}",0.00528616448104097,0.297142857142857,2.13046230737193,52
"206","{frozen vegetables,yogurt} => {whole milk}",0.00609942055504727,0.491803278688525,1.92513682947036,60
"207","{frozen vegetables,whole milk} => {yogurt}",0.00609942055504727,0.298507462686567,2.14024629041382,60
"208","{frozen vegetables,rolls/buns} => {whole milk}",0.00508285046253939,0.5,1.95722244329487,50
"209","{frozen vegetables,other vegetables} => {whole milk}",0.00965741587882485,0.542857142857143,2.12498436700586,95
"210","{frozen vegetables,whole milk} => {other vegetables}",0.00965741587882485,0.472636815920398,2.44315730857013,95
"211","{beef,root vegetables} => {other vegetables}",0.00792924672156145,0.456140350877193,2.35788367397738,78
"212","{beef,other vegetables} => {root vegetables}",0.00792924672156145,0.402061855670103,3.68944260655485,78
"213","{beef,root vegetables} => {whole milk}",0.00803090373081224,0.461988304093567,1.80842775462333,79
"214","{beef,whole milk} => {root vegetables}",0.00803090373081224,0.37799043062201,3.46855584517603,79
"215","{beef,yogurt} => {other vegetables}",0.00518450747179018,0.443478260869565,2.29243071580342,51
"216","{beef,other vegetables} => {yogurt}",0.00518450747179018,0.262886597938144,1.88485092122269,51
"217","{beef,yogurt} => {whole milk}",0.00609942055504727,0.521739130434783,2.04231907126421,60
"218","{beef,whole milk} => {yogurt}",0.00609942055504727,0.287081339712919,2.05832298743147,60
"219","{beef,rolls/buns} => {other vegetables}",0.00579444952729491,0.425373134328358,2.19884157771312,57
"220","{beef,other vegetables} => {rolls/buns}",0.00579444952729491,0.293814432989691,1.59770733959071,57
"221","{beef,rolls/buns} => {whole milk}",0.00681101961980279,0.5,1.95722244329487,67
"222","{beef,whole milk} => {rolls/buns}",0.00681101961980279,0.320574162679426,1.74322169059011,67
"223","{beef,other vegetables} => {whole milk}",0.00925078784182169,0.469072164948454,1.83615713752405,91
"224","{beef,whole milk} => {other vegetables}",0.00925078784182169,0.435406698564593,2.25070714334204,91
"225","{curd,whipped/sour cream} => {whole milk}",0.00589610653654569,0.563106796116505,2.20425051866218,58
"226","{curd,tropical fruit} => {yogurt}",0.00528616448104097,0.514851485148515,3.69139508703057,52
"227","{curd,yogurt} => {tropical fruit}",0.00528616448104097,0.305882352941176,2.9156634746922,52
"228","{curd,tropical fruit} => {other vegetables}",0.00528616448104097,0.514851485148515,2.66137365181605,52
"229","{curd,other vegetables} => {tropical fruit}",0.00528616448104097,0.307692307692308,2.93291592128801,52
"230","{curd,tropical fruit} => {whole milk}",0.00650604859205042,0.633663366336634,2.48044032417567,64
"231","{curd,root vegetables} => {other vegetables}",0.00548947849954254,0.504672897196262,2.6087584286493,54
"232","{curd,other vegetables} => {root vegetables}",0.00548947849954254,0.319526627218935,2.93207409697077,54
"233","{curd,root vegetables} => {whole milk}",0.00620107756429806,0.570093457943925,2.23159942132686,61
"234","{curd,yogurt} => {other vegetables}",0.00609942055504727,0.352941176470588,1.82442582918611,60
"235","{curd,other vegetables} => {yogurt}",0.00609942055504727,0.355029585798817,2.54550002587679,60
"236","{curd,yogurt} => {whole milk}",0.010064043915828,0.582352941176471,2.27958849277873,99
